DATE,KOSPI,KOSPI_200,KOSDAQ,SP_500,RUSSELL_3000,NIKKEI_225,SHANGHAI_A,HANGSENG,FTSE_100,DAX
2001-01-02,520.95,65.41,557.00,"1,283.27",701.19,,"2,224.59","14,869.90","6,174.70","6,289.82"
2001-01-03,521.43,65.38,569.00,"1,347.56",737.94,,"2,246.69","14,589.60","6,039.90","6,434.96"
2001-01-04,558.02,70.14,615.10,"1,333.34",728.61,"13,691.50","2,239.30","15,235.00","6,185.60","6,376.54"
2001-01-05,580.85,73.15,625.20,"1,298.35",707.95,"13,867.60","2,247.90","15,447.60","6,198.10","6,382.31"
2001-01-08,586.65,73.83,650.00,"1,295.86",705.99,,"2,223.80","15,436.50","6,149.60","6,392.17"
2001-01-09,589.92,74.20,678.20,"1,300.80",709.13,"13,610.50","2,223.00","15,500.60","6,088.10","6,404.52"
2001-01-10,560.81,70.49,639.60,"1,313.27",718.91,"13,432.60","2,248.25","15,435.80","6,059.86","6,320.07"
2001-01-11,561.79,70.38,675.10,"1,326.82",727.83,"13,201.10","2,241.58","15,090.80","6,114.90","6,465.21"
2001-01-12,587.87,74.04,713.60,"1,318.32",724.34,"13,347.70","2,226.24","15,295.40","6,165.50","6,490.03"
2001-01-15,599.00,75.58,765.20,,,"13,506.20","2,149.57","15,293.80","6,170.30","6,522.87"
2001-01-16,603.42,76.16,777.10,"1,326.65",729.23,"13,584.40","2,164.62","15,363.20","6,083.30","6,502.89"
2001-01-17,595.83,75.25,750.10,"1,329.47",731.29,"13,667.60","2,152.62","15,261.50","6,197.40","6,653.38"
2001-01-18,604.05,76.39,745.60,"1,347.97",740.06,"13,873.90","2,161.40","15,528.80","6,209.90","6,635.76"
2001-01-19,619.78,78.60,772.10,"1,342.54",735.71,"13,989.10","2,185.20","15,933.60","6,209.30","6,651.53"
2001-01-22,627.45,79.47,833.20,"1,342.90",736.25,"14,032.40","2,185.20","16,099.30","6,232.00","6,675.00"
2001-01-26,591.73,74.64,800.40,"1,354.95",743.57,"13,696.10","2,185.20",,"6,294.30","6,695.20"
2001-01-29,596.54,75.16,813.80,"1,364.17",749.83,"13,845.30","2,185.20","16,099.80","6,317.00","6,750.96"
2001-01-30,591.34,74.44,827.60,"1,373.73",754.96,"13,826.60","2,185.20","15,893.10","6,334.50","6,739.30"
2001-01-31,617.91,77.98,843.60,"1,366.01",749.98,"13,843.60","2,185.20","16,102.40","6,297.50","6,795.14"
2001-02-01,612.30,77.27,827.00,"1,373.47",753.19,"13,779.60","2,185.20","16,164.00","6,251.80","6,704.68"
2001-02-02,608.48,76.70,826.60,"1,349.47",739.52,"13,703.60","2,185.20","16,071.30","6,256.40","6,638.20"
2001-02-05,579.16,72.87,779.70,"1,354.31",741.48,"13,385.50","2,124.35","15,830.80","6,269.20","6,628.07"
2001-02-06,586.58,73.81,797.20,"1,352.26",741.73,"13,269.80","2,110.72","15,913.20","6,293.40","6,693.03"
2001-02-07,576.19,72.44,778.00,"1,340.89",734.94,"13,366.00","2,094.41","16,049.50","6,225.60","6,578.96"
2001-02-08,591.57,74.50,798.00,"1,332.53",730.36,"13,138.20","2,042.17","15,909.40","6,206.10","6,636.81"
2001-02-09,595.47,74.91,807.30,"1,314.76",721.01,"13,422.80","2,070.82","15,873.30","6,164.30","6,497.07"
2001-02-12,599.20,75.40,831.10,"1,330.17",729.48,,"2,075.57","15,693.10","6,241.40","6,564.91"
2001-02-13,598.78,75.28,840.80,"1,318.80",722.82,"13,274.70","2,077.96","15,842.70","6,228.50","6,557.93"
2001-02-14,603.83,75.90,853.10,"1,315.92",722.29,"13,284.10","2,077.32","15,860.40","6,176.20","6,479.87"
2001-02-15,603.63,75.88,873.80,"1,326.61",729.13,"13,327.40","2,059.50","15,756.40","6,197.90","6,591.67"
2001-02-16,604.92,76.08,863.20,"1,301.53",716.12,"13,175.50","2,054.43","15,630.30","6,088.30","6,439.26"
2001-02-19,596.67,74.91,872.90,,,"13,119.60","2,080.96","15,491.00","6,094.00","6,472.21"
2001-02-20,608.74,76.36,876.50,"1,278.94",702.78,"13,248.40","2,065.62","15,527.40","5,980.10","6,451.57"
2001-02-21,594.53,74.38,852.50,"1,255.27",689.95,"13,100.10","2,018.65","15,351.50","5,972.40","6,347.99"
2001-02-22,583.41,72.93,801.80,"1,252.82",687.37,"13,073.40","2,016.43","15,098.60","6,003.10","6,277.99"
2001-02-23,583.52,72.90,805.70,"1,245.86",684.85,"13,246.00","2,047.56","15,280.60","5,943.70","6,075.34"
2001-02-26,585.32,73.09,812.50,"1,267.65",697.58,"13,201.10","2,067.20","15,230.20","5,916.70","6,189.07"
2001-02-27,577.57,72.06,781.20,"1,257.94",690.31,"13,059.90","2,075.06","14,834.70","5,941.20","6,220.48"
2001-02-28,578.10,72.14,767.60,"1,239.94",680.52,"12,883.50","2,069.56","14,787.90","5,917.90","6,208.24"
2001-03-02,559.44,69.84,719.90,"1,234.18",678.43,"12,261.80","2,091.70","13,966.40","5,858.60","6,159.02"
2001-03-05,565.38,70.76,743.20,"1,241.41",682.20,"12,322.20","2,087.50","14,135.30","5,931.30","6,216.38"
2001-03-06,568.15,71.13,735.20,"1,253.80",689.21,"12,687.70","2,091.95","14,321.00","6,012.00","6,284.06"
2001-03-07,568.64,71.12,753.50,"1,261.89",693.06,"12,723.90","2,095.64","14,177.40","6,001.80","6,305.64"
2001-03-08,579.28,72.47,780.00,"1,264.74",692.92,"12,650.60","2,105.96","14,209.00","6,003.20","6,267.06"
2001-03-09,565.76,70.55,765.60,"1,233.42",675.94,"12,627.90","2,114.91","14,194.40","5,917.30","6,204.42"
2001-03-12,545.05,67.89,723.30,"1,180.16",647.09,"12,171.40","2,114.09","13,776.70","5,826.50","6,046.56"
2001-03-13,527.97,65.82,685.70,"1,197.66",657.50,"11,819.70","2,099.87","13,493.00","5,720.70","5,962.93"
2001-03-14,543.28,67.69,720.40,"1,166.71",641.12,"11,843.60","2,120.18","13,330.80","5,625.90","5,794.12"
2001-03-15,541.83,67.57,712.40,"1,173.56",643.54,"12,152.80","2,125.03","13,504.20","5,729.20","5,889.95"
2001-03-16,538.67,67.10,713.80,"1,150.53",630.29,"12,233.00","2,122.84","13,522.00","5,562.80","5,734.49"
2001-03-19,534.33,66.51,713.30,"1,170.81",642.12,"12,191.00","2,138.86","13,457.70","5,551.60","5,657.29"
2001-03-20,531.59,66.12,713.50,"1,142.62",626.59,,"2,148.45","13,223.90","5,646.80","5,782.16"
2001-03-21,532.59,66.26,712.70,"1,122.14",615.07,"13,103.90","2,169.55","13,154.40","5,540.70","5,622.09"
2001-03-22,527.05,65.47,706.40,"1,117.58",612.27,"12,854.00","2,189.54","12,621.80","5,314.80","5,388.02"
2001-03-23,537.97,67.01,706.10,"1,139.83",624.79,"13,214.50","2,156.61","12,583.40","5,402.30","5,544.67"
2001-03-26,545.98,68.04,727.70,"1,152.69",631.84,"13,862.30","2,192.07","12,950.50","5,576.60","5,726.97"
2001-03-27,532.90,66.25,718.60,"1,182.17",647.26,"13,638.30","2,209.23","12,707.90","5,728.10","5,938.21"
2001-03-28,528.79,65.77,705.80,"1,153.29",631.36,"13,765.50","2,208.45","12,851.40","5,614.00","5,817.52"
2001-03-29,523.80,65.18,691.40,"1,147.95",628.35,"13,072.40","2,203.28","12,677.90","5,588.40","5,879.30"
2001-03-30,523.22,65.16,684.30,"1,160.33",635.67,"12,999.70","2,214.69","12,760.60","5,633.70","5,829.95"
2001-04-02,515.20,64.12,682.90,"1,145.87",626.19,"12,937.90","2,226.90","12,727.30","5,618.50","5,760.76"
2001-04-03,503.26,62.62,662.40,"1,106.46",604.04,"13,124.50","2,224.51","12,584.20","5,463.10","5,553.46"
2001-04-04,493.69,61.42,643.40,"1,103.25",601.74,"13,242.80","2,190.97","12,063.70","5,535.70","5,597.66"
2001-04-06,506.22,63.02,665.10,"1,128.43",615.83,"13,383.80","2,209.03","12,386.60","5,601.50","5,698.88"
2001-04-09,497.46,61.81,648.10,"1,137.59",621.37,"12,841.80","2,217.58","12,202.10","5,663.30","5,781.01"
2001-04-10,491.21,60.96,645.60,"1,168.38",638.87,"12,620.30","2,228.86","12,213.70","5,803.00","5,913.84"
2001-04-11,507.53,63.19,671.80,"1,165.89",637.91,"13,174.90","2,231.06","12,706.40","5,788.10","5,951.16"
2001-04-12,514.21,64.05,683.20,"1,183.50",647.78,"13,352.40","2,234.24","12,989.50","5,766.60","6,002.30"
2001-04-13,516.10,64.25,686.20,,,"13,385.70","2,245.14",,,
2001-04-16,508.35,63.15,680.70,"1,179.68",645.04,"13,254.90","2,267.91",,,
2001-04-17,513.97,63.92,683.10,"1,191.81",652.07,"13,067.10","2,275.91","12,606.40","5,761.10","5,935.58"
2001-04-18,540.00,67.39,721.90,"1,238.16",676.81,"13,641.80","2,270.32","12,972.80","5,890.20","6,164.88"
2001-04-19,563.31,70.55,749.00,"1,253.70",686.27,"13,868.30","2,270.34","13,549.00","5,871.60","6,181.91"
2001-04-20,556.29,69.62,735.00,"1,242.98",680.24,"13,765.70","2,248.51","13,448.10","5,879.80","6,127.97"
2001-04-23,560.94,70.26,758.80,"1,224.36",669.15,"13,715.60","2,247.22","13,311.50","5,871.30","6,051.48"
2001-04-24,555.64,69.57,757.20,"1,209.47",661.64,"13,743.20","2,262.01","13,274.60","5,840.30","6,124.57"
2001-04-25,566.34,71.01,769.70,"1,228.75",672.91,"13,827.50","2,213.28","13,249.60","5,827.50","6,115.19"
2001-04-26,561.62,70.37,763.40,"1,234.52",676.12,"13,973.00","2,199.30","13,293.10","5,868.30","6,123.66"
2001-04-27,556.63,69.67,753.20,"1,253.05",686.55,"13,934.30","2,211.52","13,386.00","5,951.40","6,175.24"
2001-04-30,577.36,72.45,789.70,"1,249.46",686.12,,"2,214.49",,"5,966.90","6,264.51"
2001-05-02,583.70,73.29,810.00,"1,267.43",697.03,"14,421.60","2,214.49","13,814.20","5,904.20","6,213.84"
2001-05-03,584.40,73.37,799.90,"1,248.58",686.21,,"2,214.49","13,718.10","5,765.80","6,089.17"
2001-05-04,585.60,73.51,804.80,"1,266.61",696.18,,"2,214.49","13,391.00","5,870.30","6,138.28"
2001-05-07,596.50,74.86,828.40,"1,263.51",693.94,"14,529.40","2,214.49","13,600.80",,"6,122.62"
2001-05-08,590.91,74.09,822.70,"1,261.20",693.15,"14,289.00","2,231.69","13,540.80","5,886.40","6,108.72"
2001-05-09,578.84,72.53,795.90,"1,255.54",689.88,"14,084.80","2,226.31","13,585.10","5,893.70","6,063.94"
2001-05-10,581.38,72.77,814.10,"1,255.18",689.16,"14,017.80","2,240.55","13,604.80","5,964.00","6,165.18"
2001-05-11,583.06,72.95,817.20,"1,245.67",683.95,"14,043.90","2,248.54","13,636.60","5,896.80","6,141.02"
2001-05-14,584.08,72.99,829.30,"1,248.92",685.26,"13,873.00","2,272.23","13,259.20","5,690.50","6,064.68"
2001-05-15,581.30,72.61,814.80,"1,249.44",685.99,"14,054.00","2,285.29","13,250.10","5,842.90","6,070.38"
2001-05-16,572.40,71.46,801.20,"1,284.99",705.28,"13,694.30","2,293.33","13,336.00","5,884.00","6,148.44"
2001-05-17,596.39,74.72,833.20,"1,288.49",708.42,"13,910.70","2,287.83","13,637.90","5,904.50","6,173.81"
2001-05-18,600.54,75.25,830.30,"1,291.96",710.20,"13,877.80","2,296.71","13,459.20","5,915.00","6,186.87"
2001-05-21,618.96,77.51,838.10,"1,312.83",722.85,"14,176.80","2,305.68","13,721.30","5,941.60","6,249.87"
2001-05-22,617.99,77.37,837.80,"1,309.38",721.46,"14,091.20","2,300.79","13,878.00","5,976.60","6,270.59"
2001-05-23,622.60,77.83,828.60,"1,289.05",709.45,"14,067.70","2,287.55","13,839.10","5,897.40","6,215.25"
2001-05-24,622.28,77.66,830.10,"1,293.17",712.11,"13,895.80","2,287.03","13,810.60","5,915.90","6,278.90"
2001-05-25,624.11,77.81,834.30,"1,277.89",704.49,"13,765.90","2,280.92","13,754.00","5,889.80","6,223.57"
2001-05-28,618.47,77.05,832.20,,,"13,737.80","2,264.39","13,739.10",,"6,216.83"
2001-05-29,632.05,78.85,838.10,"1,267.93",697.70,"13,773.90","2,268.58","13,629.60","5,863.90","6,120.33"
2001-05-30,628.42,78.33,832.20,"1,248.08",685.95,"13,493.40","2,298.15","13,420.10","5,796.90","6,041.22"
2001-05-31,612.16,76.09,813.50,"1,255.82",690.63,"13,262.10","2,299.71","13,174.40","5,796.10","6,123.26"
2001-06-01,607.07,75.34,801.10,"1,260.67",694.20,"13,261.80","2,307.60","13,141.40","5,809.60","6,125.17"
2001-06-04,610.91,75.74,803.70,"1,267.11",697.89,"13,312.40","2,318.33","13,207.50","5,856.50","6,177.74"
2001-06-05,597.66,74.13,789.20,"1,283.57",707.95,"13,182.00","2,327.17","13,451.90","5,922.50","6,242.13"
2001-06-07,601.14,74.57,781.40,"1,276.96",704.77,"13,277.50","2,319.26","13,703.40","5,948.30","6,184.25"
2001-06-08,621.78,77.19,807.70,"1,264.96",697.96,"13,430.20","2,313.63","13,808.90","5,950.60","6,187.21"
2001-06-11,608.23,75.27,795.20,"1,254.39",691.74,"13,226.50","2,309.72","13,675.50","5,860.50","6,162.74"
2001-06-12,607.15,75.08,801.20,"1,255.85",692.02,"12,840.10","2,319.79","13,526.70","5,804.00","6,059.15"
2001-06-13,614.05,75.90,816.80,"1,241.60",684.60,"12,823.40","2,337.92","13,523.30","5,820.20","6,111.94"
2001-06-14,613.75,75.69,821.30,"1,219.87",671.90,"12,846.70","2,297.38","13,248.90","5,752.50","6,031.27"
2001-06-15,618.96,76.35,824.90,"1,214.36",669.21,"12,790.40","2,306.00","13,102.50","5,723.00","5,915.18"
2001-06-18,608.78,74.85,817.60,"1,208.43",665.70,"12,697.80","2,261.04","12,948.80","5,671.60","5,869.04"
2001-06-19,608.91,74.91,809.30,"1,212.58",667.20,"12,574.30","2,264.95","13,133.70","5,680.40","5,922.53"
2001-06-20,595.72,73.19,788.30,"1,223.14",674.11,"12,674.60","2,256.52","12,918.70","5,699.60","5,876.04"
2001-06-21,595.53,73.20,788.20,"1,237.04",680.97,"12,962.40","2,282.98","13,187.40","5,641.40","5,926.38"
2001-06-22,599.08,73.59,786.00,"1,225.35",674.05,"13,044.60","2,299.88","13,174.00","5,665.70","5,941.77"
2001-06-25,598.02,73.29,776.80,"1,218.60",670.06,"12,896.50","2,321.81",,"5,661.90","5,902.32"
2001-06-26,588.71,72.29,745.30,"1,216.76",669.67,"12,978.80","2,325.38","12,962.00","5,555.70","5,847.79"
2001-06-27,584.76,71.85,746.00,"1,211.07",667.71,"12,829.00","2,320.55","13,004.20","5,607.90","5,833.10"
2001-06-28,583.27,71.63,747.20,"1,226.20",676.61,"12,679.90","2,311.40","12,827.80","5,638.40","5,971.77"
2001-06-29,595.13,73.20,768.70,"1,224.42",677.03,"12,969.00","2,309.99","13,042.50","5,642.50","6,058.38"
2001-07-02,596.74,73.40,775.60,"1,236.71",681.77,"12,751.20","2,298.21",,"5,716.70","6,109.50"
2001-07-03,594.31,73.10,776.50,"1,234.45",680.30,"12,817.40","2,303.45","13,184.80","5,639.90","6,056.84"
2001-07-04,597.25,73.55,774.90,,,"12,629.00","2,294.12","13,207.50","5,600.50","6,015.72"
2001-07-05,593.61,73.08,767.20,"1,219.24",671.96,"12,607.30","2,273.22","12,999.50","5,549.60","5,999.19"
2001-07-06,578.54,71.18,740.80,"1,190.59",656.37,"12,306.10","2,261.86",,"5,479.20","5,862.10"
2001-07-09,560.00,69.06,701.20,"1,198.78",660.30,"12,239.70","2,261.24","12,690.70","5,468.90","5,869.86"
2001-07-10,558.60,68.82,706.70,"1,181.52",650.61,"12,300.40","2,281.09","12,713.90","5,467.90","5,816.32"
2001-07-11,553.65,68.24,680.70,"1,180.18",649.31,"12,005.10","2,259.90","12,527.90","5,391.90","5,801.80"
2001-07-12,559.95,68.88,721.60,"1,208.14",664.92,"12,408.00","2,256.00","12,660.20","5,481.60","5,889.88"
2001-07-13,548.49,67.49,695.80,"1,215.68",668.71,"12,355.20","2,251.33","12,612.80","5,537.00","5,928.01"
2001-07-16,548.93,67.53,701.70,"1,202.45",660.95,"12,343.40","2,235.15","12,624.50","5,517.10","5,853.76"
2001-07-18,540.53,66.49,680.30,"1,207.71",663.62,"11,892.60","2,236.28","12,427.20","5,404.60","5,728.37"
2001-07-19,545.74,67.34,683.80,"1,215.02",667.19,"11,908.40","2,243.68","12,279.80","5,437.40","5,829.69"
2001-07-20,537.71,66.31,670.80,"1,210.85",665.23,,"2,273.98","12,301.70","5,387.10","5,764.06"
2001-07-23,524.21,64.85,641.40,"1,191.03",655.05,"11,609.60","2,264.72","12,236.40","5,405.30","5,791.73"
2001-07-24,526.62,65.23,645.30,"1,171.65",643.93,"11,883.20","2,232.57","12,214.10","5,320.20","5,663.26"
2001-07-25,526.08,65.18,641.00,"1,190.49",652.94,"11,891.60","2,207.54",,"5,275.70","5,582.76"
2001-07-26,529.22,65.46,652.40,"1,202.93",660.84,"11,858.60","2,187.18","12,039.80","5,286.10","5,675.76"
2001-07-27,541.13,66.96,674.60,"1,205.82",662.59,"11,798.10","2,156.72","12,182.20",,
2001-07-30,533.53,65.98,669.80,"1,204.52",662.03,"11,579.30","2,042.11","12,086.70","5,446.70","5,792.19"
2001-07-31,541.55,66.98,680.90,"1,211.23",665.49,"11,860.80","2,006.33","12,316.70","5,529.10","5,861.19"
2001-08-01,562.79,69.72,704.40,"1,215.93",668.76,"11,959.30","2,076.47","12,478.70","5,546.90","5,835.23"
2001-08-02,567.46,70.34,707.20,"1,220.75",671.20,"12,399.20","2,046.81","12,466.40","5,584.50","5,777.28"
2001-08-03,568.69,70.46,705.80,"1,214.35",668.07,"12,242.00","2,048.77","12,269.10","5,547.60","5,735.88"
2001-08-06,569.37,70.46,718.00,"1,200.48",660.32,"12,243.90","1,971.26","12,148.80","5,526.40","5,746.04"
2001-08-07,567.50,70.09,714.90,"1,204.40",662.02,"12,319.50","1,994.73","12,007.20","5,536.80","5,752.51"
2001-08-08,565.94,69.89,707.70,"1,183.53",650.60,"12,163.70","1,984.69","11,958.00","5,476.50","5,614.51"
2001-08-09,549.67,67.73,689.20,"1,183.43",650.37,"11,754.60","2,012.57","11,716.80","5,402.90","5,512.28"
2001-08-10,555.34,68.52,692.10,"1,190.16",653.87,"11,735.10","2,042.68","11,765.80","5,427.20","5,433.49"
2001-08-13,562.00,69.26,689.70,"1,191.29",655.26,"11,477.60","2,044.25","11,694.30","5,431.10","5,453.77"
2001-08-14,577.15,71.23,697.60,"1,186.73",653.29,"11,918.00","2,027.43","11,991.00","5,507.80","5,520.71"
2001-08-16,580.95,71.60,690.40,"1,181.66",649.99,"11,515.02","2,007.78","11,832.44",,
2001-08-17,580.99,71.56,691.40,"1,161.97",639.53,"11,445.50","2,012.69","11,754.80","5,342.10","5,222.12"
2001-08-20,567.09,69.83,679.70,"1,171.41",644.24,"11,257.90","2,020.96","11,458.70","5,357.40","5,207.83"
2001-08-21,568.68,69.93,682.20,"1,157.26",636.69,"11,280.40","2,025.79","11,440.40","5,430.30","5,216.11"
2001-08-22,574.87,70.76,686.60,"1,165.31",641.35,"11,396.40","1,988.73","11,188.60","5,408.70","5,220.21"
2001-08-23,570.07,70.25,679.40,"1,162.09",639.54,"11,126.90","1,987.66","11,345.40","5,396.50","5,254.04"
2001-08-24,569.31,70.26,677.80,"1,184.93",651.32,"11,166.30","1,970.67","11,110.30","5,471.90","5,387.50"
2001-08-27,578.74,71.53,681.30,"1,179.21",648.58,"11,275.00","1,907.87","11,234.70",,"5,406.47"
2001-08-28,576.51,71.22,674.40,"1,161.51",639.24,"11,189.40","1,924.76","11,300.50","5,434.70","5,308.78"
2001-08-29,565.63,70.07,653.20,"1,148.60",632.79,"10,979.80","1,929.35","11,242.40","5,417.60","5,305.00"
2001-08-30,564.36,69.81,648.30,"1,129.03",622.67,"10,938.40","1,921.10","11,315.60","5,332.70","5,162.40"
2001-08-31,545.11,67.42,618.40,"1,133.58",625.26,"10,713.50","1,916.43","11,090.50","5,345.00","5,188.17"
2001-09-03,541.83,67.05,615.20,,,"10,409.70","1,898.47","10,902.60","5,312.10","5,094.10"
2001-09-04,558.79,69.22,627.40,"1,132.94",624.97,"10,772.60","1,944.41","11,136.90","5,379.60","5,208.10"
2001-09-05,551.91,68.24,617.60,"1,131.74",623.18,"10,598.80","1,950.99","10,943.10","5,316.00","5,048.08"
2001-09-06,552.59,68.23,627.60,"1,106.40",609.75,"10,650.30","1,943.46","10,664.30","5,204.30","4,875.37"
2001-09-07,555.08,68.50,631.40,"1,085.78",598.63,"10,516.80","1,888.45","10,384.20","5,070.30","4,730.67"
2001-09-10,550.73,67.84,626.20,"1,092.54",601.18,"10,195.70","1,938.07","10,366.30","5,033.70","4,670.13"
2001-09-11,540.57,66.55,618.00,,,"10,292.95","1,945.73","10,417.36",,
2001-09-12,475.60,58.59,546.40,,,"9,610.10","1,935.51","9,493.62",,
2001-09-13,499.25,61.58,541.90,,,"9,613.09","1,922.22","9,569.21",,
2001-09-14,482.29,59.73,502.10,,,"10,008.89","1,901.14","9,655.45",,
2001-09-17,468.76,58.36,460.50,"1,038.77",571.27,"9,504.41","1,867.61","9,319.35","4,898.90","4,234.55"
2001-09-18,484.93,60.07,494.80,"1,032.74",566.82,"9,679.88","1,881.24","9,307.90","4,848.70","4,194.85"
2001-09-19,486.75,60.15,504.60,"1,016.10",557.49,"9,939.60","1,905.62","9,558.15","4,721.70","4,041.80"
2001-09-20,480.27,59.34,493.60,984.54,540.08,"9,785.16","1,901.63","9,317.98","4,556.90","3,809.67"
2001-09-21,472.31,58.23,489.70,965.80,529.66,"9,554.99","1,890.41","8,934.20","4,433.70","3,787.23"
2001-09-24,482.19,59.43,500.00,"1,003.45",549.84,,"1,890.41","9,284.50","4,613.90","4,038.69"
2001-09-25,472.13,58.17,486.20,"1,012.27",554.25,"9,693.97","1,875.95","9,210.06","4,663.40","4,009.12"
2001-09-26,472.85,58.19,489.10,"1,007.04",550.53,"9,641.70","1,848.28","9,371.75","4,696.10","4,095.32"
2001-09-27,472.38,58.03,496.50,"1,018.61",556.88,"9,696.53","1,844.72","9,600.79","4,763.60","4,184.50"
2001-09-28,479.68,58.91,516.40,"1,040.94",569.53,"9,774.68","1,844.72","9,950.70","4,903.40","4,308.15"
2001-10-04,500.64,61.61,550.80,"1,069.63",585.46,"10,205.50","1,844.72","10,286.40","5,016.20","4,548.13"
2001-10-05,501.92,61.82,540.70,"1,071.38",585.43,"10,205.90","1,844.72","10,277.40","5,036.00","4,487.69"
2001-10-08,496.13,61.04,535.50,"1,062.44",580.85,,"1,803.66","9,967.83","5,032.70","4,495.15"
2001-10-09,507.61,62.48,560.20,"1,055.96",577.83,"10,011.80","1,822.16","10,358.90","5,009.80","4,472.42"
2001-10-10,503.46,61.94,564.50,"1,080.99",591.46,"9,964.88","1,760.82","10,298.20",,
2001-10-11,517.05,63.71,583.90,"1,097.43",601.66,"10,347.00","1,709.37","10,522.60","5,164.90","4,718.46"
2001-10-12,516.40,63.59,590.20,"1,091.65",598.18,"10,632.40","1,764.99","10,274.10","5,145.50","4,625.13"
2001-10-15,513.99,63.20,595.70,"1,089.98",597.48,"10,452.50","1,760.32","10,130.60","5,067.30","4,548.48"
2001-10-16,521.91,64.20,608.20,"1,097.54",602.15,"10,637.80","1,727.40","10,148.50","5,082.60","4,626.48"
2001-10-17,528.29,64.99,619.10,"1,077.09",590.17,"10,755.40","1,713.83","10,260.80","5,203.40","4,644.82"
2001-10-18,524.21,64.54,612.80,"1,068.61",585.53,"10,474.80","1,685.83","9,880.61","5,116.00","4,574.37"
2001-10-19,528.04,64.98,620.60,"1,073.48",588.63,"10,538.80","1,640.41","9,825.84","5,017.70","4,513.53"
2001-10-22,528.70,64.96,633.60,"1,089.90",597.47,"10,565.40","1,585.77","9,797.54","5,070.40","4,619.32"
2001-10-23,530.50,65.27,629.90,"1,084.78",594.39,"10,861.60","1,742.06","10,219.80","5,193.30","4,704.22"
2001-10-24,541.49,66.81,640.90,"1,085.20",594.78,"10,802.20","1,792.56","10,243.50","5,167.60","4,811.82"
2001-10-25,542.19,66.89,636.60,"1,099.29",603.39,"10,880.10","1,749.16",,"5,086.60","4,715.60"
2001-10-26,543.41,67.09,641.00,"1,104.61",605.87,"10,795.20","1,750.38","10,404.70","5,188.60","4,820.26"
2001-10-29,547.87,67.73,640.60,"1,078.30",591.68,"10,612.30","1,774.23","10,178.10","5,085.90","4,660.35"
2001-10-30,533.87,65.98,617.10,"1,059.79",581.48,"10,512.80","1,755.85","10,076.40","5,003.60","4,543.98"
2001-10-31,537.81,66.44,625.50,"1,059.01",582.22,"10,366.30","1,762.36","10,074.00","5,039.70","4,559.13"
2001-11-01,544.09,67.24,636.40,"1,084.10",594.71,"10,347.30","1,781.88","10,158.80","5,071.20","4,636.13"
2001-11-02,550.57,68.09,639.30,"1,087.20",595.73,"10,383.80","1,764.75","10,186.10","5,129.50","4,583.31"
2001-11-05,561.62,69.53,653.60,"1,102.84",604.19,"10,447.50","1,752.20","10,430.70","5,209.10","4,755.11"
2001-11-06,565.47,70.03,659.70,"1,118.86",612.95,"10,633.70","1,743.18","10,356.00","5,214.10","4,707.65"
2001-11-07,562.03,69.57,656.60,"1,115.80",611.51,"10,285.00","1,661.91","10,269.80","5,216.30","4,860.66"
2001-11-08,573.04,71.05,666.10,"1,118.54",612.22,"10,431.80","1,674.18","10,538.60","5,278.10","4,993.57"
2001-11-09,576.75,71.60,671.90,"1,120.31",612.68,"10,215.70","1,674.18","10,609.20","5,244.20","4,910.07"
2001-11-12,584.48,72.52,683.90,"1,118.33",612.20,"10,081.60","1,691.45","10,592.40","5,146.20","4,820.37"
2001-11-13,588.83,73.18,680.10,"1,139.09",623.83,"10,030.60","1,686.07","10,662.80","5,277.10","4,946.97"
2001-11-14,606.68,75.52,692.00,"1,141.21",625.70,"10,086.80","1,687.13","10,950.00","5,240.70","4,953.53"
2001-11-15,606.44,75.54,683.30,"1,142.24",625.80,"10,489.90","1,691.64","11,239.40","5,238.20","5,006.33"
2001-11-16,610.88,76.11,685.00,"1,138.65",624.23,"10,649.10","1,718.07","11,287.40","5,291.00","5,062.64"
2001-11-19,626.43,78.13,691.50,"1,151.06",631.52,"10,727.90","1,742.27","11,360.30","5,338.00","5,185.10"
2001-11-20,616.33,76.64,686.80,"1,142.66",626.36,"10,575.60","1,773.32","11,225.80","5,298.70","5,096.18"
2001-11-21,615.45,76.55,690.30,"1,137.03",623.53,"10,661.10","1,779.64","11,173.90","5,313.80","5,087.03"
2001-11-22,624.56,77.78,696.60,,,"10,696.80","1,790.26","11,253.30","5,345.90","5,124.54"
2001-11-23,645.18,80.55,706.20,"1,150.34",630.93,,"1,786.81","11,322.40","5,293.20","5,150.97"
2001-11-26,674.56,84.20,722.80,"1,157.42",635.41,"11,064.30","1,779.85","11,392.00","5,302.50","5,114.12"
2001-11-27,670.10,83.65,722.80,"1,149.50",631.73,"10,948.90","1,797.33","11,261.50","5,266.00","5,059.57"
2001-11-28,632.02,78.77,679.90,"1,128.52",620.07,"10,624.80","1,810.31","11,066.20","5,205.20","4,915.95"
2001-11-29,628.86,78.07,689.90,"1,140.20",627.13,"10,656.00","1,807.29","11,090.70","5,208.50","4,936.08"
2001-11-30,643.89,80.03,705.20,"1,139.45",626.15,"10,697.40","1,822.84","11,279.20","5,203.60","4,989.91"
2001-12-03,650.66,80.83,710.30,"1,129.90",620.75,"10,370.60","1,837.55","11,155.20","5,164.60","4,988.44"
2001-12-04,649.90,80.78,707.60,"1,144.80",629.80,"10,452.60","1,844.91","11,427.30","5,212.10","5,013.99"
