DATE,KOSPI,KOSPI_200,KOSDAQ,SP_500,RUSSELL_3000,NIKKEI_225,SHANGHAI_A,HANGSENG,FTSE_100,DAX
2005-06-03,976.09,125.70,480.65,"1,196.02",687.01,"11,300.05","1,063.96","13,818.45","4,999.40","4,510.39"
2005-06-07,970.88,124.79,482.66,"1,197.26",688.00,"11,217.45","1,082.06","13,837.29","5,025.20","4,566.01"
2005-06-08,976.22,125.62,484.89,"1,194.67",686.28,"11,281.03","1,171.02","13,898.55","5,003.70","4,557.29"
2005-06-09,987.58,127.22,488.10,"1,200.93",690.16,"11,160.88","1,187.39","13,898.31","5,009.20","4,562.75"
2005-06-10,990.79,127.68,486.58,"1,198.11",688.70,"11,304.23","1,163.43","13,934.76","5,030.40","4,586.10"
2005-06-13,990.49,127.65,486.62,"1,200.82",690.43,"11,311.51","1,161.41","13,952.02","5,050.40","4,599.21"
2005-06-14,983.75,126.90,479.47,"1,203.91",692.55,"11,335.92","1,147.98","13,904.81","5,046.80","4,591.69"
2005-06-15,"1,001.94",129.27,486.46,"1,206.58",694.19,"11,415.88","1,126.34","13,914.30","5,019.50","4,548.42"
2005-06-16,"1,003.14",129.27,490.22,"1,210.96",697.36,"11,416.38","1,140.33","13,833.53","5,045.00","4,579.87"
2005-06-17,"1,003.68",129.33,491.03,"1,216.96",700.31,"11,514.03","1,140.18","13,912.03","5,077.60","4,604.57"
2005-06-20,994.65,128.17,489.20,"1,216.10",699.75,"11,483.35","1,171.68","13,945.77","5,072.00","4,586.86"
2005-06-21,989.99,127.66,485.12,"1,213.62",698.35,"11,488.74","1,156.71","13,979.35","5,082.10","4,608.11"
2005-06-22,"1,002.15",129.24,489.73,"1,213.88",698.73,"11,547.28","1,157.35","14,161.02","5,099.30","4,619.60"
2005-06-23,"1,010.80",130.39,494.92,"1,200.73",691.23,"11,576.75","1,148.60","14,190.44","5,114.40","4,627.48"
2005-06-24,"1,002.43",129.08,493.98,"1,191.57",685.87,"11,537.03","1,157.19","14,230.29","5,079.00","4,566.48"
2005-06-27,991.11,127.45,491.33,"1,190.69",685.38,"11,414.28","1,181.08","14,176.04","5,043.50","4,523.82"
2005-06-28,994.74,127.92,492.84,"1,201.57",692.47,"11,513.83","1,164.28","14,287.44","5,090.40","4,557.46"
2005-06-29,999.08,128.41,497.63,"1,199.85",691.90,"11,577.44","1,160.49","14,277.28","5,109.10","4,583.63"
2005-06-30,"1,008.16",129.43,503.21,"1,191.33",687.61,"11,584.01","1,135.12","14,201.06","5,113.20","4,586.28"
2005-07-01,"1,018.02",130.59,507.51,"1,194.44",689.86,"11,630.13","1,108.46",,"5,161.00","4,617.07"
2005-07-04,"1,021.71",130.95,512.50,,,"11,651.55","1,099.83","14,177.87","5,184.30","4,623.41"
2005-07-05,"1,018.81",130.54,513.53,"1,204.99",696.23,"11,616.70","1,091.08","14,124.80","5,190.10","4,603.65"
2005-07-06,"1,019.01",130.65,516.41,"1,194.94",690.80,"11,603.53","1,085.35","14,149.93","5,229.60","4,615.49"
2005-07-07,"1,026.82",131.72,519.85,"1,197.87",692.65,"11,590.14","1,090.67","14,030.81","5,158.30","4,530.18"
2005-07-08,"1,021.95",131.28,518.66,"1,211.86",701.25,"11,565.99","1,069.13","13,964.47","5,232.20","4,597.97"
2005-07-11,"1,040.43",133.88,526.10,"1,219.44",706.21,"11,674.79","1,062.45","14,157.24","5,242.40","4,663.38"
2005-07-12,"1,043.88",134.26,523.70,"1,222.21",707.63,"11,692.14","1,098.99","14,146.95","5,217.20","4,653.03"
2005-07-13,"1,050.16",135.25,521.87,"1,223.29",707.66,"11,659.84","1,089.82","14,307.30","5,245.90","4,679.89"
2005-07-14,"1,061.93",136.98,524.37,"1,226.50",708.50,"11,764.26","1,093.26","14,491.54","5,259.70","4,699.27"
2005-07-15,"1,059.60",136.48,524.63,"1,227.92",709.50,"11,758.68","1,078.84","14,504.29","5,230.80","4,712.90"
2005-07-18,"1,062.43",136.78,527.18,"1,221.13",705.67,,"1,064.78","14,567.00","5,214.20","4,719.57"
2005-07-19,"1,075.48",138.66,530.63,"1,229.35",711.02,"11,764.84","1,066.92","14,567.74","5,201.50","4,770.54"
2005-07-20,"1,074.40",138.57,521.68,"1,235.20",714.94,"11,789.35","1,073.97","14,602.70","5,215.20","4,784.50"
2005-07-21,"1,074.65",138.62,520.61,"1,227.04",709.43,"11,786.73","1,073.86","14,620.14","5,221.60","4,829.87"
2005-07-22,"1,074.22",138.37,521.51,"1,233.68",713.75,"11,695.05","1,100.42","14,786.46","5,241.80","4,836.90"
2005-07-25,"1,089.70",140.55,528.95,"1,229.03",710.50,"11,762.65","1,099.45","14,794.03","5,270.70","4,842.70"
2005-07-26,"1,090.60",140.53,532.54,"1,231.16",712.13,"11,737.96","1,128.12","14,769.93","5,256.20","4,843.49"
2005-07-27,"1,093.03",140.73,538.60,"1,236.79",715.07,"11,835.08","1,145.84","14,801.86","5,263.60","4,855.35"
2005-07-28,"1,104.72",142.38,547.67,"1,243.72",719.86,"11,858.31","1,142.45","14,813.32","5,270.30","4,892.50"
2005-07-29,"1,111.29",143.32,546.68,"1,234.18",715.02,"11,899.60","1,138.69","14,880.98","5,282.30","4,886.50"
2005-08-01,"1,115.98",143.96,544.83,"1,235.35",716.00,"11,946.92","1,144.83","14,978.88","5,290.80","4,890.85"
2005-08-02,"1,118.83",144.30,541.78,"1,244.12",721.23,"11,940.20","1,160.46","15,137.08","5,327.50","4,932.87"
2005-08-03,"1,117.11",144.21,532.55,"1,245.04",721.14,"11,981.80","1,164.06","15,118.50","5,332.30","4,923.12"
2005-08-04,"1,111.39",143.52,524.63,"1,235.86",715.01,"11,883.31","1,158.81","15,111.54","5,315.50","4,874.06"
2005-08-05,"1,089.36",140.70,511.99,"1,226.42",708.77,"11,766.48","1,186.07","15,051.32","5,314.70","4,827.18"
2005-08-08,"1,086.64",140.49,507.38,"1,223.13",706.13,"11,778.98","1,196.73","15,108.94","5,344.30","4,837.86"
2005-08-09,"1,099.77",142.11,515.54,"1,231.38",710.37,"11,900.32","1,211.02","15,047.84","5,363.70","4,909.48"
2005-08-10,"1,104.86",142.70,520.76,"1,229.13",709.33,"12,098.08","1,224.58","15,346.41","5,377.50","4,990.57"
2005-08-11,"1,123.77",145.35,524.74,"1,237.81",714.50,"12,263.32","1,244.00","15,445.20","5,358.60","4,953.93"
2005-08-12,"1,130.22",146.04,525.64,"1,230.39",710.43,"12,261.68","1,227.12","15,450.95","5,345.80","4,937.33"
2005-08-16,"1,116.93",144.30,517.62,"1,219.34",704.36,"12,315.67","1,236.88","15,443.62","5,322.30","4,883.81"
2005-08-17,"1,113.25",143.87,513.27,"1,220.24",704.69,"12,273.12","1,253.37","15,449.58","5,292.70","4,871.46"
2005-08-18,"1,092.71",141.16,505.06,"1,219.02",703.54,"12,307.37","1,206.29","15,148.09","5,269.30","4,851.27"
2005-08-19,"1,089.88",140.68,509.21,"1,219.71",704.02,"12,291.73","1,208.56","15,038.61","5,312.60","4,929.91"
2005-08-22,"1,116.68",144.40,518.34,"1,221.73",705.57,"12,452.51","1,217.56","15,218.63","5,318.40","4,941.69"
2005-08-23,"1,115.84",144.27,521.38,"1,217.59",703.43,"12,472.93","1,208.53","14,973.89","5,300.20","4,917.74"
2005-08-24,"1,094.21",141.27,518.30,"1,209.59",699.59,"12,502.26","1,226.56","14,873.85","5,275.20","4,915.95"
2005-08-25,"1,097.29",141.75,517.63,"1,212.37",701.33,"12,405.16","1,232.14","14,889.10","5,255.70","4,856.01"
2005-08-26,"1,086.55",140.36,512.17,"1,205.10",696.53,"12,439.48","1,231.76","14,982.89","5,228.10","4,783.80"
2005-08-29,"1,063.16",137.42,492.66,"1,212.28",700.99,"12,309.83","1,213.55","14,836.97","5,228.10","4,812.24"
2005-08-30,"1,072.61",138.68,497.96,"1,208.41",698.97,"12,453.14","1,205.08","14,922.22","5,255.80","4,791.72"
2005-08-31,"1,083.33",140.09,503.95,"1,220.33",706.84,"12,413.60","1,222.16","14,903.55","5,296.90","4,829.69"
2005-09-01,"1,106.37",143.13,512.45,"1,221.59",707.88,"12,506.97","1,245.21","15,143.75","5,328.50","4,842.94"
2005-09-02,"1,115.83",144.30,517.08,"1,218.02",705.44,"12,600.00","1,249.30","15,221.89","5,326.80","4,837.81"
2005-09-05,"1,114.50",144.06,522.79,"1,218.02",,"12,634.88","1,257.00","15,227.83","5,337.80","4,909.89"
2005-09-06,"1,122.65",145.21,524.40,"1,233.39",714.39,"12,599.43","1,232.95","15,160.78","5,359.20","4,968.28"
2005-09-07,"1,142.99",147.95,530.53,"1,236.36",716.38,"12,607.59","1,255.00","15,224.57","5,365.90","4,988.14"
2005-09-08,"1,145.26",148.41,529.30,"1,231.67",713.56,"12,533.89","1,255.16","15,166.17","5,340.80","4,992.75"
2005-09-09,"1,152.50",149.34,532.06,"1,241.48",719.03,"12,692.04","1,250.16","15,165.77","5,359.30","5,005.93"
2005-09-12,"1,158.36",150.13,532.11,"1,240.56",719.01,"12,896.43","1,248.71","15,199.79","5,375.10","4,989.98"
2005-09-13,"1,158.12",150.29,528.02,"1,231.20",713.45,"12,901.95","1,268.55","15,070.56","5,338.00","4,901.88"
2005-09-14,"1,170.77",152.03,529.64,"1,227.16",710.57,"12,834.25","1,279.23","15,086.62","5,347.40","4,911.17"
2005-09-15,"1,169.59",151.99,526.45,"1,227.73",710.75,"12,986.78","1,279.25","15,041.02","5,383.50","4,905.98"
2005-09-16,"1,174.13",152.55,536.60,"1,237.91",716.32,"12,958.68","1,274.61","14,983.20","5,407.90","4,986.50"
2005-09-20,"1,190.93",154.69,543.59,"1,221.34",706.66,"13,148.57","1,274.24","15,241.86","5,416.40","4,962.86"
2005-09-21,"1,196.67",155.34,542.68,"1,210.20",699.56,"13,196.57","1,248.25","15,223.62","5,369.70","4,875.22"
2005-09-22,"1,199.97",155.71,547.01,"1,214.62",701.81,"13,159.36","1,218.73","15,179.95","5,385.70","4,849.01"
2005-09-23,"1,175.88",152.39,543.66,"1,215.29",702.76,,"1,210.29","15,143.97","5,413.60","4,882.58"
2005-09-26,"1,206.41",156.39,550.40,"1,215.63",703.76,"13,392.63","1,213.51","15,274.31","5,453.10","4,998.16"
2005-09-27,"1,209.63",156.52,554.63,"1,215.66",703.69,"13,310.04","1,190.51","15,189.88","5,447.30","4,965.88"
2005-09-28,"1,228.57",158.88,562.25,"1,216.89",703.91,"13,435.91","1,188.97","15,221.46","5,494.80","5,048.74"
2005-09-29,"1,231.22",159.06,568.08,"1,227.68",710.67,"13,617.24","1,213.86","15,431.25","5,478.20","5,021.17"
2005-09-30,"1,221.01",157.55,571.95,"1,228.81",712.21,"13,574.30","1,214.01","15,428.52","5,477.70","5,044.12"
2005-10-04,"1,242.78",160.43,588.21,"1,214.47",704.95,"13,738.84",,"15,382.21","5,494.40","5,138.02"
2005-10-05,"1,227.40",158.10,592.14,"1,191.49",693.19,"13,689.89",,"15,161.03","5,427.80","5,069.42"
2005-10-06,"1,202.49",154.65,588.52,"1,191.49",689.52,"13,359.51","1,214.01","14,839.30","5,372.40","5,017.27"
2005-10-07,"1,201.01",154.40,590.48,"1,195.90",692.34,"13,227.74","1,214.01","14,847.79","5,362.30","5,007.77"
2005-10-10,"1,227.18",157.82,603.85,"1,187.33",687.18,,"1,196.96","14,898.77","5,374.50","5,022.79"
2005-10-11,"1,244.27",160.06,609.58,"1,184.87",684.88,"13,556.71","1,216.02",,"5,380.70","5,032.46"
2005-10-12,"1,217.06",156.33,606.32,"1,177.68",679.57,"13,463.74","1,220.81","14,575.02","5,342.20","4,981.77"
2005-10-13,"1,193.44",152.85,606.12,"1,176.84",679.05,"13,449.24","1,211.08","14,621.83","5,265.20","4,950.07"
2005-10-14,"1,190.17",152.48,600.04,"1,186.57",685.49,"13,420.54","1,197.30","14,485.88","5,275.00","4,975.56"
2005-10-17,"1,176.36",150.85,587.58,"1,190.10",687.58,"13,400.29","1,188.72","14,541.35","5,286.50","4,978.83"
2005-10-18,"1,186.22",152.26,591.77,"1,178.14",680.43,"13,352.24","1,199.08","14,597.40","5,263.90","4,947.18"
2005-10-19,"1,153.13",148.11,573.19,"1,195.76",690.64,"13,129.49","1,192.34","14,372.76","5,167.80","4,845.98"
2005-10-20,"1,162.23",149.41,574.61,"1,177.85",680.34,"13,190.46","1,193.83","14,408.94","5,164.10","4,864.25"
2005-10-21,"1,183.48",152.22,584.42,"1,179.59",682.62,"13,199.95","1,199.54","14,487.85","5,142.10","4,838.40"
2005-10-24,"1,184.60",152.27,592.18,"1,199.38",694.35,"13,106.18","1,199.57","14,402.35","5,207.60","4,901.79"
2005-10-25,"1,181.28",151.76,593.79,"1,196.54",692.37,"13,280.62","1,179.48","14,424.88","5,182.10","4,872.97"
2005-10-26,"1,179.00",151.45,594.58,"1,191.38",689.08,"13,395.02","1,153.38","14,458.14","5,227.80","4,900.79"
2005-10-27,"1,166.36",149.88,588.29,"1,178.90",680.58,"13,417.08","1,154.10","14,381.06","5,182.80","4,806.05"
2005-10-28,"1,140.72",146.55,580.92,"1,198.41",691.74,"13,346.54","1,136.27","14,215.83","5,213.40","4,825.64"
2005-10-31,"1,158.11",148.84,587.46,"1,207.01",698.14,"13,606.50","1,148.88","14,386.37","5,317.30","4,929.07"
2005-11-01,"1,188.95",152.98,594.82,"1,202.76",695.74,"13,867.86","1,145.91","14,572.26","5,344.30","4,922.55"
2005-11-02,"1,208.38",155.60,606.80,"1,214.76",703.59,"13,894.78","1,161.49","14,597.48","5,358.60","4,954.83"
2005-11-03,"1,217.97",156.89,610.37,"1,219.94",706.45,,"1,151.42","14,601.59","5,431.90","5,011.00"
2005-11-04,"1,221.98",157.28,617.43,"1,220.14",706.44,"14,075.96","1,156.45","14,585.79","5,423.60","4,995.24"
2005-11-07,"1,218.47",156.75,622.59,"1,222.81",708.18,"14,061.60","1,157.09","14,365.79","5,460.80","5,024.20"
2005-11-08,"1,226.71",157.72,623.75,"1,218.59",705.29,"14,036.73","1,166.97","14,403.20","5,460.90","5,008.83"
2005-11-09,"1,227.59",157.87,628.72,"1,220.65",706.68,"14,072.20","1,164.81","14,597.55","5,439.80","5,011.38"
2005-11-10,"1,234.43",158.69,636.73,"1,230.96",712.50,"14,080.88","1,143.92","14,633.33","5,423.50","5,015.55"
2005-11-11,"1,256.12",161.81,640.40,"1,234.72",714.65,"14,155.06","1,145.87","14,740.60","5,465.10","5,090.75"
2005-11-14,"1,257.63",162.02,642.61,"1,233.76",713.84,"14,116.04","1,144.24","14,629.49","5,470.00","5,092.43"
2005-11-15,"1,253.86",161.49,643.85,"1,229.01",710.60,"14,091.77","1,143.06","14,627.41","5,439.60","5,110.61"
2005-11-16,"1,267.16",163.24,648.13,"1,231.21",711.41,"14,170.87","1,151.97","14,650.54","5,430.00","5,081.46"
2005-11-17,"1,269.35",163.38,653.50,"1,242.80",719.01,"14,411.79","1,151.32","14,787.98","5,460.00","5,099.72"
2005-11-18,"1,272.25",163.74,661.42,"1,247.27",722.20,"14,623.12","1,174.08","14,883.32","5,498.90","5,123.50"
2005-11-21,"1,268.80",163.10,666.04,"1,254.85",726.61,"14,680.43","1,177.08","14,885.57","5,497.90","5,170.61"
2005-11-22,"1,244.50",159.68,667.71,"1,261.23",730.32,"14,708.32","1,154.60","14,885.65","5,517.20","5,174.72"
2005-11-23,"1,282.02",164.47,682.27,"1,265.61",732.70,,"1,162.13","15,062.35","5,531.70","5,196.08"
2005-11-24,"1,291.71",165.56,690.87,,,"14,742.58","1,170.27","15,084.39","5,511.00","5,187.98"
2005-11-25,"1,293.22",165.51,700.22,"1,268.25",734.26,"14,784.29","1,172.00","15,081.47","5,523.80","5,194.27"
2005-11-28,"1,293.74",165.52,704.47,"1,257.46",726.96,"14,986.94","1,167.70","15,100.00","5,477.40","5,176.59"
2005-11-29,"1,279.38",163.70,697.05,"1,257.48",727.22,"14,927.70","1,153.07","15,028.76","5,491.00","5,199.48"
2005-11-30,"1,297.44",165.95,712.39,"1,249.48",723.62,"14,872.15","1,155.49","14,937.14","5,423.20","5,193.40"
2005-12-01,"1,305.98",166.97,727.43,"1,264.67",732.94,"15,130.50","1,154.95","15,068.03","5,486.10","5,266.55"
2005-12-02,"1,310.12",167.56,733.87,"1,265.08",733.27,"15,421.60","1,150.47","15,200.38","5,528.10","5,307.99"
2005-12-05,"1,315.15",168.23,747.46,"1,262.09",731.29,"15,551.31","1,134.56","15,158.82","5,510.40","5,266.86"
2005-12-06,"1,321.06",169.24,747.96,"1,263.70",732.20,"15,423.38","1,143.64","14,990.61","5,538.80","5,300.85"
2005-12-07,"1,324.75",170.21,729.44,"1,257.37",728.41,"15,484.66","1,156.16","15,134.95","5,528.80","5,266.75"
2005-12-08,"1,324.20",170.13,725.85,"1,255.84",728.19,"15,183.36","1,154.85","14,879.16","5,531.10","5,286.75"
2005-12-09,"1,317.42",169.16,726.14,"1,259.37",730.34,"15,404.05","1,170.81","14,910.51","5,517.40","5,282.13"
2005-12-12,"1,333.23",171.35,733.42,"1,260.43",730.98,"15,738.70","1,173.83","14,984.40","5,501.50","5,301.21"
2005-12-13,"1,336.48",171.65,738.99,"1,267.43",734.46,"15,778.86","1,175.49","14,942.62","5,507.20","5,310.28"
2005-12-14,"1,334.27",171.15,743.41,"1,272.74",737.24,"15,464.58","1,183.39","14,976.26","5,521.10","5,286.76"
2005-12-15,"1,337.68",171.56,741.60,"1,270.94",735.67,"15,254.44","1,181.51","15,059.02","5,495.30","5,295.82"
2005-12-16,"1,321.04",169.45,716.38,"1,267.32",733.63,"15,173.07","1,185.70","15,029.81","5,531.60","5,353.66"
2005-12-19,"1,339.40",171.91,723.37,"1,259.92",728.41,"15,391.48","1,190.38","15,182.89","5,539.80","5,350.18"
2005-12-20,"1,341.00",172.05,718.74,"1,259.62",728.41,"15,641.26","1,195.25","15,169.17","5,547.90","5,356.60"
2005-12-21,"1,354.16",173.95,722.58,"1,262.79",730.93,"15,957.57","1,189.30","15,221.42","5,587.40","5,397.23"
2005-12-22,"1,350.87",173.89,694.25,"1,268.12",734.23,"15,941.37","1,194.00","15,182.53","5,597.00","5,398.28"
2005-12-23,"1,359.53",175.11,691.23,"1,268.66",734.87,,"1,204.06","15,183.58","5,595.40","5,419.05"
2005-12-26,"1,367.57",176.27,698.60,,,"16,107.67","1,216.61",,,
2005-12-27,"1,373.55",177.20,688.23,"1,256.54",727.63,"15,969.40","1,213.89",,,"5,444.84"
2005-12-28,"1,368.16",176.16,691.26,"1,258.17",728.97,"16,194.61","1,216.80","15,101.54","5,622.80","5,447.15"
2005-12-29,"1,379.37",177.43,701.79,"1,254.42",726.92,"16,344.20","1,230.34","15,045.59","5,638.30","5,458.58"
2006-01-02,"1,389.27",178.29,727.07,,,,,,,"5,449.98"
2006-01-03,"1,394.87",178.81,735.15,"1,268.80",734.72,,,"14,944.77","5,681.50","5,460.68"
2006-01-04,"1,402.11",179.91,740.48,"1,273.46",737.91,,"1,241.89","15,200.06","5,714.60","5,523.62"
2006-01-05,"1,395.51",178.82,736.66,"1,273.48",738.37,"16,425.37","1,258.71","15,271.13","5,691.20","5,516.53"
2006-01-06,"1,412.78",180.87,747.10,"1,285.45",745.40,"16,428.21","1,271.30","15,344.44","5,731.80","5,536.32"
2006-01-09,"1,408.33",180.30,753.88,"1,290.15",748.75,,"1,277.39","15,547.43","5,731.50","5,537.11"
2006-01-10,"1,396.29",178.98,744.71,"1,289.69",749.26,"16,124.35","1,282.41","15,569.91","5,688.80","5,494.71"
2006-01-11,"1,394.09",178.67,744.17,"1,294.18",751.42,"16,363.59","1,272.25","15,650.88","5,731.50","5,532.89"
2006-01-12,"1,402.58",179.65,742.07,"1,286.06",746.69,"16,445.19","1,288.52","15,719.37","5,735.10","5,542.13"
2006-01-13,"1,416.28",181.71,746.34,"1,287.61",747.75,"16,454.95","1,283.09","15,787.97","5,711.00","5,483.09"
2006-01-16,"1,421.79",182.39,754.97,,,"16,268.03","1,263.59","15,777.72","5,740.20","5,514.64"
2006-01-17,"1,389.58",178.27,739.10,"1,282.93",744.92,"15,805.95","1,269.39","15,576.20","5,699.00","5,460.16"
2006-01-18,"1,352.91",173.81,708.08,"1,277.93",742.25,"15,341.18","1,294.52","15,481.21","5,663.70","5,395.61"
2006-01-19,"1,360.64",174.93,705.57,"1,285.04",747.11,"15,696.28","1,312.39","15,670.42","5,693.20","5,430.84"
2006-01-20,"1,324.78",170.60,665.31,"1,261.49",733.34,"15,696.69","1,316.22","15,662.08","5,672.40","5,349.02"
2006-01-23,"1,297.43",168.04,601.33,"1,263.82",734.86,"15,360.65","1,316.64","15,464.77","5,660.90","5,348.72"
2006-01-24,"1,326.83",171.79,618.18,"1,266.86",738.09,"15,648.89","1,312.74","15,530.57","5,633.80","5,334.30"
2006-01-25,"1,342.59",173.52,641.97,"1,264.68",735.47,"15,651.00","1,318.91","15,520.39","5,704.40","5,427.09"
2006-01-26,"1,352.75",174.71,653.52,"1,273.83",742.44,"15,891.02",,"15,520.07","5,722.60","5,548.91"
2006-01-27,"1,384.56",178.64,677.69,"1,283.72",747.68,"16,460.68","1,318.91","15,753.14","5,786.80","5,647.42"
2006-01-31,"1,399.83",180.65,690.24,"1,280.08",746.77,"16,649.82",,,"5,760.30","5,674.15"
2006-02-01,"1,375.97",178.07,661.19,"1,282.46",748.04,"16,480.09",,"15,742.30","5,801.60","5,726.53"
2006-02-02,"1,374.44",177.92,664.44,"1,270.84",741.23,"16,710.55",,"15,691.69","5,747.30","5,649.60"
2006-02-03,"1,333.50",172.67,641.20,"1,264.03",737.39,"16,659.64","1,318.91","15,429.73","5,759.30","5,657.12"
2006-02-06,"1,341.64",173.66,644.93,"1,254.78",738.34,"16,747.76","1,349.03","15,548.06","5,772.40","5,666.78"
2006-02-07,"1,332.28",172.39,650.07,"1,254.78",731.83,"16,720.99","1,342.81","15,517.01","5,746.80","5,672.92"
2006-02-08,"1,310.99",169.44,643.49,"1,265.65",737.41,"16,272.68","1,351.47","15,373.44","5,725.10","5,666.41"
2006-02-09,"1,321.66",170.93,649.75,"1,263.78",736.16,"16,439.67","1,331.19","15,413.43","5,808.70","5,743.68"
2006-02-10,"1,335.23",172.68,655.61,"1,266.99",737.47,"16,257.83","1,345.26","15,425.95","5,764.10","5,701.47"
2006-02-13,"1,320.79",170.61,653.21,"1,262.86",734.23,"15,877.66","1,342.18","15,312.09","5,793.50","5,756.33"
2006-02-14,"1,328.21",171.65,653.35,"1,275.53",741.74,"16,184.87","1,349.22","15,420.32","5,792.30","5,763.40"
2006-02-15,"1,303.84",168.31,639.92,"1,280.00",744.82,"15,932.83","1,362.66","15,423.26","5,791.50","5,764.37"
2006-02-16,"1,314.32",169.80,645.05,"1,289.38",750.60,"16,043.67","1,332.85","15,450.88","5,828.90","5,789.25"
2006-02-17,"1,332.73",172.40,649.75,"1,287.24",749.58,"15,713.45","1,329.38","15,475.69","5,846.20","5,795.48"
2006-02-20,"1,348.25",174.28,656.66,,,"15,437.93","1,329.56","15,598.67","5,863.00","5,793.95"
2006-02-21,"1,346.49",174.04,661.25,"1,283.04",746.92,"15,894.94","1,351.50","15,627.24","5,857.70","5,801.04"
2006-02-22,"1,340.58",173.26,660.85,"1,292.67",752.72,"15,781.78","1,347.04","15,635.72","5,872.40","5,862.06"
2006-02-23,"1,361.23",176.18,668.46,"1,287.79",750.31,"16,096.10","1,351.79","15,812.53","5,836.00","5,857.88"
2006-02-24,"1,365.82",176.96,672.94,"1,289.43",751.70,"16,101.91","1,359.86","15,856.05","5,860.50","5,870.79"
2006-02-27,"1,374.88",178.10,682.33,"1,294.12",754.70,"16,192.95","1,360.60","15,949.89","5,875.90","5,915.15"
2006-02-28,"1,371.59",177.45,682.36,"1,280.66",746.57,"16,205.43","1,362.54","15,918.48","5,791.50","5,796.04"
2006-03-02,"1,367.70",176.85,679.19,"1,289.14",752.07,"15,909.76","1,348.49","15,882.45","5,833.00","5,783.49"
2006-03-03,"1,328.95",171.67,665.05,"1,287.23",750.79,"15,663.34","1,356.40","15,802.00","5,858.70","5,721.46"
2006-03-06,"1,344.76",173.86,669.56,"1,278.26",745.49,"15,901.16","1,351.83","15,811.83","5,897.80","5,754.06"
2006-03-07,"1,316.67",170.13,658.48,"1,275.88",742.65,"15,726.02","1,321.88","15,602.36","5,857.40","5,739.28"
2006-03-08,"1,314.05",169.76,657.08,"1,278.47",743.80,"15,627.49","1,311.87","15,493.09","5,812.90","5,673.36"
2006-03-09,"1,311.21",169.17,665.57,"1,272.23",740.23,"16,036.91","1,306.39","15,510.13","5,855.90","5,732.22"
2006-03-10,"1,320.07",170.37,668.66,"1,281.58",745.65,"16,115.63","1,306.76","15,445.05","5,907.90","5,804.92"
2006-03-13,"1,338.28",172.82,672.32,"1,284.13",747.16,"16,361.51","1,321.23","15,542.07","5,952.80","5,855.16"
2006-03-14,"1,326.30",171.10,667.06,"1,297.48",754.89,"16,238.36","1,320.66","15,519.76","5,950.60","5,870.88"
2006-03-15,"1,333.98",172.28,663.63,"1,303.02",758.72,"16,319.04","1,337.19","15,720.36","5,965.10","5,898.48"
2006-03-16,"1,335.98",172.66,655.73,"1,305.33",759.79,"16,096.21","1,336.47","15,729.04","5,993.20","5,897.79"
2006-03-17,"1,341.12",173.48,652.89,"1,307.25",761.31,"16,339.73","1,331.64","15,801.66","5,999.40","5,882.38"
2006-03-20,"1,346.69",174.26,655.91,"1,305.08",760.33,"16,624.80","1,351.34","15,929.95","5,991.70","5,902.79"
2006-03-21,"1,336.65",172.87,657.99,"1,297.23",755.10,,"1,353.37","15,922.75","5,991.30","5,911.86"
2006-03-22,"1,309.83",169.28,645.47,"1,305.04",760.01,"16,495.48","1,359.81","15,642.81","6,007.50","5,932.31"
2006-03-23,"1,312.26",169.68,645.25,"1,301.67",758.75,"16,489.37","1,365.81","15,771.17","5,990.10","5,947.11"
2006-03-24,"1,321.23",170.86,644.57,"1,302.95",760.34,"16,560.87","1,357.70","15,716.46","6,036.30","5,973.14"
2006-03-27,"1,330.34",172.44,644.87,"1,301.61",759.66,"16,650.10","1,358.96","15,815.87","5,972.20","5,912.26"
2006-03-28,"1,331.31",172.77,637.41,"1,293.23",755.22,"16,690.24","1,362.00","15,856.58","5,935.70","5,890.63"
2006-03-29,"1,332.72",172.96,640.05,"1,302.89",761.91,"16,938.41","1,369.02","15,745.11","5,959.20","5,914.78"
2006-03-30,"1,338.14",173.61,653.05,"1,300.25",760.43,"17,045.34","1,357.53","15,880.69","6,015.20","5,984.19"
2006-03-31,"1,359.60",176.21,665.21,"1,294.83",758.45,"17,059.66","1,361.33","15,805.04","5,964.60","5,970.08"
2006-04-03,"1,379.75",178.89,677.28,"1,297.81",759.10,"17,333.31","1,383.50","16,063.75","6,024.30","6,024.05"
2006-04-04,"1,385.64",179.77,680.35,"1,305.93",763.26,"17,292.91","1,394.18","16,100.09","6,004.70","6,013.85"
2006-04-05,"1,388.77",179.97,688.38,"1,311.56",766.66,"17,243.98","1,404.95",,"6,044.10","6,029.20"
2006-04-06,"1,397.00",181.10,693.77,"1,309.04",765.35,"17,489.33","1,404.50","16,411.13","6,045.70","6,031.39"
2006-04-07,"1,402.36",181.97,694.35,"1,295.50",757.51,"17,563.37","1,407.88","16,471.78","6,026.10","5,952.92"
2006-04-10,"1,398.29",181.31,695.40,"1,296.60",757.51,"17,456.58","1,424.76","16,521.59","6,067.00","6,003.40"
2006-04-11,"1,386.08",179.61,691.96,"1,286.57",751.36,"17,418.13","1,428.23","16,475.81","6,016.50","5,908.47"
2006-04-12,"1,383.59",179.13,690.60,"1,288.12",752.73,"17,162.55","1,426.31","16,310.76","6,000.80","5,901.25"
